MonthYear,MedianWaitweeks,Percentile92weeks,NoWithin18Weeks,NoWithin18WeeksWithEstimatesForMissingData,Within18WeeksPercentage,NoOver18Weeks,NoOver18WeeksWithEstimatesForMissingData,No52Weeks,No52WeeksWithEstimatesForMissingData,Over52WeekPercentage,No78Weeks,No78WeeksWithEstimatesForMissingData,No104Weeks,No104WeeksWithEstimatesForMissingData,TotalWaitingmil,TotalWaitingmilWithEstimatesForMissingData,MedianWaitweeks1,thPercentileweeks,NoWithin18Weeks1,No52Weeks1,NoOfPathwaysall,NoOfPathwaysallWithEstimatesForMissingData,MedianWaitweeks2,thPercentileweeks1,NoWithin18Weeks2,No52Weeks2,NoOfPathwaysall1,NoOfPathwaysallWithEstimatesForMissingData1,NoOfNewRTTPeriods,NoOfNewRTTPeriodsWithEstimatesForMissingData,VarName34,MedianWaitweeks3,thPercentileweeks2,NoWithin18Weeks3,No52Weeks3,NoOfPathwaysall2
01-Apr-2018,6.88729221393296,21.9631362934268,3519434,3664629,0.87558847390986,500073,529885,2880,3044,0.000716505780435262,NaN,NaN,NaN,NaN,4019507,4194514,10.1183266511922,35.809036939314,205679,1188,285578,292857.209842789,5.86945992175724,24.8298781491849,886504,1251,1004142,1035238.26315789,1640427,1693039.94964684,NaN,NaN,NaN,NaN,NaN,NaN
01-May-2018,6.88375003662636,21.5214687938156,3604707,3762039,0.88136003072908,485230,515383,3100,3264,0.000757957885414861,NaN,NaN,NaN,NaN,4089937,4277422,10.0108762569259,35.8694517833553,226925,1289,306502,315440.720334928,5.70530546092019,24.8251433313217,978385,1233,1092817,1130253.97631579,1746208,1808559.54712919,NaN,NaN,NaN,NaN,NaN,NaN
01-Jun-2018,7.04300174793248,21.4972686585218,3620601,3777933,0.878279294970381,501779,531932,3516,3680,0.000852905360495636,NaN,NaN,NaN,NaN,4122380,4309865,9.95718188504781,36.1767857142857,222643,1349,302608,311546.720334928,5.90045475069341,24.9156185989348,944380,1264,1061111,1098547.97631579,1675427,1737778.54712919,NaN,NaN,NaN,NaN,NaN,NaN
01-Jul-2018,7.04741013808431,21.5495491464941,3630924,3788256,0.878039862538302,504337,534490,3464,3628,0.000837673849365252,NaN,NaN,NaN,NaN,4135261,4322746,9.87564842908877,36.2085927770859,226895,1473,306985,316349.373684211,5.81518333333333,24.4941355614556,966346,1228,1088288,1127507.68947368,1714390,1779710.66842105,NaN,NaN,NaN,NaN,NaN,NaN
01-Aug-2018,7.54234029319495,22.114982316534,3632958,3790290,0.872608285863342,530374,560527,3405,3569,0.000817854545349734,NaN,NaN,NaN,NaN,4163332,4350817,9.74199811102949,36.2441095890411,217288,1360,290463,299827.373684211,5.8449507277823,24.5730213409511,904059,1048,1015966,1055185.68947368,1634177,1700161.66842105,NaN,NaN,NaN,NaN,NaN,NaN
01-Sep-2018,7.63000042202601,22.1545007091846,3584289,3741621,0.866879854190182,550412,580565,3157,3321,0.000763537677815155,NaN,NaN,NaN,NaN,4134701,4322186,10.4372921360369,36.3281684027778,207550,1412,284098,292611.066985646,6.4749792733998,25.6610416309748,880762,1178,1008884,1044538.26315789,1553736,1613118.42583732,NaN,NaN,NaN,NaN,NaN,NaN
01-Oct-2018,7.00058441619898,21.9629598270172,3646101,3774507,0.870951537165382,540241,565560,2815,2978,0.000672424756505799,NaN,NaN,NaN,NaN,4186342,4340067,10.4093855829705,36.393339100346,238070,1544,327110,335011.936124402,6.09758943982426,25.4208802024747,1033659,1525,1182308,1213004.31172249,1841759,1897657.01698565,NaN,NaN,NaN,NaN,NaN,NaN
01-Nov-2018,6.90655480367408,21.9538428133113,3626281,3754687,0.872951575403835,527765,553084,2431,2594,0.000585212585513015,NaN,NaN,NaN,NaN,4154046,4307771,9.97814438804287,36.3274952919021,234334,1399,321946,329504.373684211,5.98012674631772,25.7078587196468,1015164,1312,1162783,1192144.68947368,1757848,1811315.66842105,NaN,NaN,NaN,NaN,NaN,NaN
01-Dec-2018,7.58795743485285,22.6692664511959,3595561,3704631,0.866068630589396,556028,580177,2237,2400,0.000538829831180302,NaN,NaN,NaN,NaN,4151589,4284808,9.22707827494508,35.0064666103128,191452,946,255761,260492.236363636,5.61473734346782,25.3118920412675,823320,861,933564,953033.722727273,1431137,1467814.57272727,NaN,NaN,NaN,NaN,NaN,NaN
01-Jan-2019,7.75642676125443,22.5209897692125,3619513,3694930,0.867434985148569,553149,573726,2169,2328,0.000519812052833419,NaN,NaN,NaN,NaN,4172662,4268656,10.7303302460473,36.9243180499129,229259,1293,317121,320181.473684211,6.70828527815468,26.4525015160703,1031973,1632,1183632,1198155.78947368,1794128,1822633.36842105,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2019,6.69157232758362,22.0644396492857,3604256,3728402,0.869729809295603,539854,577655,1962,2188,0.00047344303119367,NaN,NaN,NaN,NaN,4144110,4306057,10.7630672926448,36.7886836803224,204859,1071,284212,292656.976076555,5.83169445168013,26.106089176979,903945,1058,1033312,1059070.89952153,1638322,1686078.69856459,NaN,NaN,NaN,NaN,NaN,NaN
01-Mar-2019,6.87982250733794,22.2962217648438,3670437,3751162,0.867015841115468,562977,594305,1154,1377,0.00027259323090064,NaN,NaN,NaN,NaN,4233414,4345467,10.2631613496127,37.44486279515,218308,1385,305356,314080.329425837,5.63487808816406,25.5685036266162,959981,1325,1095701,1126052.00358852,1741493,1786535.39258373,NaN,NaN,NaN,NaN,NaN,NaN
01-Apr-2019,7.24513665013652,22.5786249489342,3718168,3798893,0.865178958067243,579403,610731,1047,1270,0.000243625992450154,NaN,NaN,NaN,NaN,4297571,4409624,9.97575107296137,37.1811776718856,200499,727,280209,288517.885167464,5.76101530941308,25.6629181848294,916599,911,1046015,1074920.71770335,1656081,1698978.51674641,NaN,NaN,NaN,NaN,NaN,NaN
01-May-2019,7.7312390851516,22.9726117985316,3809456,3890181,0.868609818334297,576237,607565,1032,1255,0.000235310588315233,NaN,NaN,NaN,NaN,4385693,4497746,10.3109165808445,37.2208218232044,215462,736,295881,304605.329425837,6.28566025901192,26.0043529019346,971840,922,1102958,1133309.00358852,1755805,1800847.39258373,NaN,NaN,NaN,NaN,NaN,NaN
01-Jun-2019,7.49210369787886,22.3987245514549,3794158,3874883,0.863241329381791,601088,632416,1089,1312,0.000247767701739561,NaN,NaN,NaN,NaN,4395246,4507299,10.6191480388022,37.2528869047619,208528,763,289203,296253.703349282,6.24988695966721,26.5214448336252,929326,867,1064501,1093406.71770335,1641179,1684076.51674641,NaN,NaN,NaN,NaN,NaN,NaN
01-Jul-2019,7.34739260431781,22.6920978097114,3752114,3865541,0.85810306437773,620454,657354,1032,1264,0.000236016912715823,NaN,NaN,NaN,NaN,4372568,4522895,10.1738652599187,37.4258219954648,226152,902,314280,324941.308851675,6.08585771658061,25.8423773324119,1022871,932,1179146,1225994.37535885,1801797,1868204.34425837,NaN,NaN,NaN,NaN,NaN,NaN
01-Aug-2019,8.02448881898379,23.6528954815153,3745921,3859348,0.849807530188541,662043,698943,1236,1468,0.00028040156407811,NaN,NaN,NaN,NaN,4407964,4558291,10.0244147552613,37.5860902255639,197404,738,275267,286018.368951529,6.06388406307039,26.2199741602067,867487,784,1006145,1048919.60358852,1577132,1637764.79258373,NaN,NaN,NaN,NaN,NaN,NaN
01-Sep-2019,7.99243758183214,23.9084124152694,3744771,3858198,0.847831151515673,672112,709012,1305,1537,0.000295457226283784,NaN,NaN,NaN,NaN,4416883,4567210,10.7148124051182,38.4448003327787,204011,910,288230,297964.238516746,6.81027496992846,27.4624762808349,919697,925,1080810,1123584.60358852,1637851,1698483.79258373,NaN,NaN,NaN,NaN,NaN,NaN
01-Oct-2019,7.55919334334913,23.7438903894746,3763231,3876658,0.846648575341924,681625,718525,1321,1553,0.000297197479513397,NaN,NaN,NaN,NaN,4444856,4595183,10.8,38.22,222984,1120,316640,327301.308851675,6.43513212680876,27.9550839763958,1018263,1371,1197666,1244514.37535885,1812825,1879232.34425837,NaN,NaN,NaN,NaN,NaN,NaN
01-Nov-2019,7.66404938574616,23.9061408605348,3723382,3836809,0.843638962287792,690096,726996,1398,1630,0.000316756988479381,NaN,NaN,NaN,NaN,4413478,4563805,10.4655092323772,38.329003021148,212632,1087,301928,311662.238516746,6.38066304013138,28.2082415598483,947316,1532,1121653,1164427.60358852,1656910,1717542.79258373,NaN,NaN,NaN,NaN,NaN,NaN
01-Dec-2019,8.33244136108358,24.8588376565505,3693390,3806817,0.836571790461914,721521,758421,1467,1699,0.000332283029035013,NaN,NaN,NaN,NaN,4414911,4565238,9.64579450863461,37.7507965242578,182692,813,252228,261498.703349282,5.9776167085979,27.554855721393,827022,1043,967600,1008337.71770335,1459872,1517617.51674641,NaN,NaN,NaN,NaN,NaN,NaN
01-Jan-2020,8.44539530337236,25.0708853037965,3685428,3798855,0.834620333745952,730266,767166,1643,1875,0.000372081942272268,NaN,NaN,NaN,NaN,4415694,4566021,11.1189468996994,39.7423103212577,211959,1293,303466,313663.77368421,7.18598584389926,29.0027297621085,977161,1371,1161316,1206127.48947368,1738294,1801814.06842105,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2020,7.52494219228864,24.7203771250402,3678351,3791778,0.831576217833189,744997,781897,1613,1845,0.000364655912218528,NaN,NaN,NaN,NaN,4423348,4573675,11.28,39.91,197369,1330,284715,293985.703349282,6.33561854660436,29.5775315281899,887992,1492,1056998,1092843.71770335,1600454,1658199.51674641,NaN,NaN,NaN,NaN,NaN,NaN
01-Mar-2020,8.94365140516647,26.5368922783604,3375661,3489088,0.796903896864237,860309,897209,3097,3329,0.000731119436634348,NaN,NaN,NaN,NaN,4235970,4386297,8.44062957540264,38.4971945701357,153038,716,207754,217951.773684211,5.79117778940288,27.5838470898398,838268,958,978672,1018102.28947368,1220636,1284156.06842105,NaN,NaN,NaN,NaN,NaN,NaN
01-Apr-2020,12.2280230888983,30.6541622703785,2812999,2894430,0.712681917001029,1134062,1156858,11179,11255,0.00283223390771007,NaN,NaN,NaN,NaN,3947061,4051288,3.82604306864065,25.8856725146199,37382,89,41509,49536.5454545455,7.35897993046776,28.846025515211,440474,1204,528005,558385.454545455,491101,536750.727272727,NaN,NaN,NaN,NaN,NaN,NaN
01-May-2020,15.3019001019799,34.3582282655866,2392303,2473734,0.622023175748953,1453700,1476496,26717,26793,0.00694669244927786,NaN,NaN,NaN,NaN,3846003,3950230,4.0505291005291,33.8915,45885,323,54560,62186.1681818182,8.69381301271213,31.6235042735043,409616,1856,507507,536368.431818182,626540,669907.240909091,NaN,NaN,NaN,NaN,NaN,NaN
01-Jun-2020,17.5910042574776,37.3845349237298,2005831,2087262,0.519634971012236,1854246,1877042,50539,50615,0.0130927440048476,NaN,NaN,NaN,NaN,3860077,3964304,7.31086956521739,42.6830466830467,66400,1504,94360,103190.3,5.90268858937266,33.4582771219786,509356,2777,662650,696068.5,939450,989664.7,NaN,NaN,NaN,NaN,NaN,NaN
01-Jul-2020,19.5507453802183,40.0457548497644,1895264,1949710,0.468347226522701,2151443,2171983,83203,83290,0.0205606682173926,NaN,NaN,NaN,NaN,4046707,4121693,11.9333868378812,48.3473577235772,81223,4684,142818,149831.222727273,4.53559493142101,36.5207411504425,522713,5443,727273,751204.813636364,1178528,1217451.21363636,NaN,NaN,NaN,NaN,NaN,NaN
01-Aug-2020,14.7575956112305,42.122529060544,2260431,2309160,0.535632559776215,1959684,1976908,111026,111093,0.0263087617280572,NaN,NaN,NaN,NaN,4220115,4286068,12.4882445141066,NaN,83514,7785,155789,161596.545454545,4.53519950510362,39.377496382055,485135,7638,667961,686509.454545455,1114414,1145215.72727273,NaN,NaN,NaN,NaN,NaN,NaN
01-Sep-2020,12.0387779811616,43.7281882048936,2638278,2687007,0.605820499466806,1716606,1733830,139545,139612,0.0320433334159991,NaN,NaN,NaN,NaN,4354884,4420837,13.1004618937644,NaN,112665,15626,209562,215950.3,5.46840394323017,42.7947662936142,629342,14394,848349,868752.3,1332834,1366715.9,NaN,NaN,NaN,NaN,NaN,NaN
01-Oct-2020,11.1244572091487,44.8124655880222,2911270,2959999,0.654386059160814,1537587,1554811,167067,167134,0.0375527916496305,NaN,NaN,NaN,NaN,4448857,4514810,12.6189771197847,NaN,130537,21747,232466,238854.3,5.51691714736543,45.1724927775485,688510,20227,906244,926647.3,1393861,1427742.9,NaN,NaN,NaN,NaN,NaN,NaN
01-Nov-2020,10.4092153031815,45.1153851246965,3040809,3089538,0.681686914555345,1419903,1437127,192169,192236,0.0430803423310001,NaN,NaN,NaN,NaN,4460712,4526665,10.766571239815,NaN,135785,21261,222810,228907.922727273,5.73668039860993,45.5567779960707,729888,23143,941542,961017.877272727,1348049,1380390.81363636,NaN,NaN,NaN,NaN,NaN,NaN
01-Dec-2020,11.2237926468554,47.4143573143991,3067658,3116387,0.678485305108029,1453675,1470899,224205,224272,0.0495882519602073,NaN,NaN,NaN,NaN,4521333,4587286,9.18462282398453,NaN,126349,16895,191541,197638.922727273,5.23110745416677,45.4485887096774,680656,21507,847641,867116.877272727,1260501,1292842.81363636,NaN,NaN,NaN,NaN,NaN,NaN
01-Jan-2021,12.1211885940147,50.1424406590338,3038370,3087099,0.661568693626264,1554305,1571529,304044,304111,0.066201941134524,NaN,NaN,NaN,NaN,4592675,4658628,7.8237551159618,NaN,102743,8726,139378,143782.545454545,6.15559066081182,46.7182214194645,663722,20692,822218,834773.454545455,1185074,1206916.72727273,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2021,12.5881041725746,NaN,3030448,3079177,0.645002881864008,1667900,1685124,387885,387952,0.0825577415721441,NaN,NaN,NaN,NaN,4698348,4764301,7.79034181240064,NaN,111890,11337,152642,157046.545454545,5.87190054839686,48.382815581854,653808,26063,819226,831781.454545455,1253853,1275695.72727273,NaN,NaN,NaN,NaN,NaN,NaN
01-Mar-2021,11.5754876443487,NaN,3186952,3186952,0.643790059465119,1763345,1763345,436127,436127,0.0881011785757501,NaN,NaN,NaN,NaN,4950297,4950297,8.8630219028063,NaN,148638,23733,220349,220349,5.3889646385623,45.4730245231607,802184,39960,1013328,1013328,1614201,1614201,NaN,NaN,NaN,NaN,NaN,NaN
01-Apr-2021,11.0133730301175,48.686629062584,3311746,3311746,0.646356151208195,1811971,1811971,385379,385379,0.0752147318050548,64846,64846,2608,2608,5123717,5123717,11.0744902687674,68.3803545051699,135500,28987,223606,223606,5.83332663599285,42.7878581835842,730879,36035,935418,935418,1497830,1497830,NaN,NaN,NaN,NaN,NaN,NaN
01-May-2021,10.8182035451105,45.3357935627081,3576159,3576159,0.674057026534161,1729266,1729266,336779,336779,0.0634782321868653,79055,79055,3927,3927,5305425,5305425,11.3857200647249,72.2352062588904,146711,31290,242793,242793,5.93,43.15,753503,34536,955913,955913,1516276,1516276,NaN,NaN,NaN,NaN,NaN,NaN
01-Jun-2021,10.4515154821989,44.1581216708719,3749231,3749231,0.687492550636419,1704255,1704255,304823,304823,0.0558950733530809,85959,85959,5727,5727,5453486,5453486,11.1048993875766,73.4871414441147,171523,30950,275835,275835,6.03262466420416,42.7194279734914,846744,33299,1063055,1063055,1674642,1674642,NaN,NaN,NaN,NaN,NaN,NaN
01-Jul-2021,10.9080472471883,43.8313156095982,3828136,3828136,0.682672399864897,1779438,1779438,293102,293102,0.0522689491034804,102304,102304,7980,7980,5607574,5607574,10.71,74.27,167303,25551,260164,261519,6.1892916095134,41.9532139577594,802830,28242,1002261,1007211,1605526,1605526,NaN,NaN,NaN,NaN,NaN,NaN
01-Aug-2021,11.4848850613334,44.3525813822813,3865241,3879564,0.676250039802663,1850457,1861185,292138,295362,0.0511115177883786,121711,122653,9754,9803,5715698,5740749,10.3356587918186,74.6075277337559,154611,20551,232629,233922.409090909,6.38238335272069,42.4688655309895,725295,25456,906690,911415,1469370,1472158.22727273,NaN,NaN,NaN,NaN,NaN,NaN
01-Sep-2021,11.9,44.5,3879621,3893944,0.664986294269817,1955374,1966102,301274,304498,0.0516322636094804,123969,124911,12645,12694,5834995,5860046,11.1348807128485,71.81301369863,164412,22523,252930,254285,7.28431890179514,43.7158837056504,812644,30788,1041007,1045957,1626494,1629415,NaN,NaN,NaN,NaN,NaN,NaN
01-Oct-2021,11.9975069451362,44.4140847439807,3921948,3921948,0.656369242551232,2053268,2053268,312665,312665,0.052326978639768,106171,106171,16225,16225,5975216,5975216,11.1484387510008,67.0843055555555,165080,23046,255128,255128,7.04929026825454,44.5464004113815,792409,32435,1027112,1027112,1588306,1588306,NaN,NaN,NaN,NaN,NaN,NaN
01-Nov-2021,11.504798780624,42.8885502562081,3929317,3929317,0.655415305289804,2065839,2065839,306996,306996,0.0512073413936184,87386,87386,18585,18585,5995156,5995156,11.2041706311449,67.057601713062,176073,25626,276535,276535,7.12034760594922,44.6431300987548,871642,38761,1146467,1146467,1683740,1683740,NaN,NaN,NaN,NaN,NaN,NaN
01-Dec-2021,12.4957414335039,43.4499605324771,3873658,3873658,0.638445667827969,2193668,2193668,310813,310813,0.0512273446325449,80059,80059,20065,20065,6067326,6067326,9.99906000313332,64.6955337690632,150379,19156,225912,225912,6.6106119014008,43.473697804563,729692,31684,946030,946030,1427778,1427778,NaN,NaN,NaN,NaN,NaN,NaN
01-Jan-2022,13.0315278083903,44.2476436995236,3834325,3834325,0.628160193812114,2269731,2269731,311528,311528,0.0510362290254218,75992,75992,23778,23778,6104056,6104056,11.1699790794979,66.4581081081081,146451,19356,226856,226856,8.00911005053341,45.1070588235294,759575,34930,1011702,1011702,1513035,1513035,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2022,13.0596876984487,43.8781342747726,3871445,3871445,0.626122901027186,2311758,2311758,299478,299478,0.048434120632947,68493,68493,23281,23281,6183203,6183203,12.2930949241925,69.3511340206185,152946,22814,247802,247802,7.73665389527458,46.3120799103809,752611,36556,1010732,1010732,1546495,1546495,NaN,NaN,NaN,NaN,NaN,NaN
01-Mar-2022,12.0025131358497,44.2891647098289,3968576,3968576,0.624181313453024,2389474,2389474,306286,306286,0.0481729461076903,62754,62754,16796,16796,6358050,6358050,12.4173402617398,70.3250929368029,172163,26460,282545,282545,6.92859050247007,46.1918528864059,862804,41459,1157333,1157333,1785033,1785033,NaN,NaN,NaN,NaN,NaN,NaN
01-Apr-2022,12.5673263325882,45.0087564736689,3997440,4025824,0.616692556058156,2484623,2499682,323093,324254,0.0498441622674757,63639,63728,12735,12736,6482063,6525506,11.4152249134948,65.7021518987341,143793,19958,233919,236669.043478261,7.00022060121184,46.4989698307579,703744,33063,942179,949207.347826087,1495909,1507049.60869565,NaN,NaN,NaN,NaN,NaN,NaN
01-May-2022,12.7138190182528,45.2597524916444,4194013,4236756,0.634920968934234,2411554,2427784,331623,332853,0.0502035631460554,59762,59813,8028,8030,6605567,6664540,12.3878982753581,67.6159959758551,172941,26627,282535,284851.631578947,7.8871998772661,48.0269369369369,820075,42752,1105622,1116003.73684211,1733132,1748047.52631579,NaN,NaN,NaN,NaN,NaN,NaN
01-Jun-2022,13.2626755261694,45.712098883668,4184599,4227342,0.62218664027609,2541034,2557264,355774,357004,0.0528982179075189,53911,53962,3861,3863,6725633,6784606,12.6753887309814,68.7621444201313,161482,26034,265878,268084.315789474,7.77910536190382,48.8676108012914,759531,41745,1035045,1044932.36842105,1597775,1611980.26315789,NaN,NaN,NaN,NaN,NaN,NaN
01-Jul-2022,13.2507042687942,45.9218715885431,4173669,4237289,0.610303928847014,2665004,2698351,377689,381187,0.0552284046919629,51838,52081,2885,2885,6838673,6935640,11.9940683879972,64.6828682170542,162553,24701,265098,268308.457894737,7.55322878517545,48.8376259234385,743749,41969,1015337,1029350.57631579,1602408,1623110.07631579,NaN,NaN,NaN,NaN,NaN,NaN
01-Aug-2022,13.7848978665232,46.3793151936225,4257514,4298070,0.607933509784592,2745742,2772129,387257,390571,0.0552967077028171,50888,51129,2646,2646,7003256,7070199,11.951985727583,65.0313901345291,169406,25526,275828,277902.6,7.71522631398928,50.2025258112094,767938,48088,1061667,1069324.1,1649719,1663041.1,NaN,NaN,NaN,NaN,NaN,NaN
01-Sep-2022,13.9749807923406,46.8345555584544,4202684,4243240,0.594285297339627,2869145,2895532,401537,404851,0.0567797948734337,50539,50780,2239,2239,7071829,7138772,12.5498553813366,66.7100144092219,169931,27417,280872,282852.3,8.57686058863963,51.5850286989796,769884,52900,1085392,1092701.05,1631921,1644637.55,NaN,NaN,NaN,NaN,NaN,NaN
01-Oct-2022,13.8684471701268,46.5288732354682,4182612,4305191,0.601499040719208,2771035,2907180,383724,410983,0.0551831290831991,46157,50124,1822,1907,6953647,7212371,12.4587670787248,66.4328796561604,171704,27460,281980,286950.3,8.62476104235839,52.512070610687,773419,56573,1100616,1120118.05,1660498,1693799.55,NaN,NaN,NaN,NaN,NaN,NaN
